antecedent,consequent,support,confidence
"Venue_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Objectives_Met_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_1(1)","Objectives_Met_1(0) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_1([0, 1])",0.017391304347826087,1.0
"Allowance_Rating_3([0, 1]) AND Overall_Rating_3(0) AND Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Venue_Rating_1(0) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Facilitator_Rating_3([0, 1])",Participant_Rating_2(0),0.09565217391304348,0.9166666666666666
"Speaker_Rating_3(1) AND Objectives_Met_3([0, 1]) AND Overall_Rating_2(1) AND Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])","Allowance_Rating_3(1) AND Allowance_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])",0.09565217391304348,0.9166666666666666
"Objectives_Met_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Venue_Rating_2(1) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1(1)","Participant_Rating_2([0, 1])",0.008695652173913044,1.0
"Venue_Rating_1(0) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1(1) AND Speaker_Rating_3(1)","Allowance_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_3([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_3(0) AND Schedule_Rating_2(1) AND Facilitator_Rating_2([0, 1])",0.008695652173913044,1.0
"Venue_Rating_3(0) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1(1) AND Overall_Rating_2([0, 1])","Participant_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1])",0.008695652173913044,1.0
"Objectives_Met_2(0) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_2(1) AND Schedule_Rating_3([0, 1])","Facilitator_Rating_2([0, 1]) AND Overall_Rating_3(1)",0.20869565217391303,0.8
"Venue_Rating_1(1) AND Facilitator_Rating_2(0) AND Objectives_Met_1([0, 1])","Overall_Rating_2(1) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_2([0, 1])",0.008695652173913044,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1(1)","Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1])",0.008695652173913044,1.0
"Speaker_Rating_2(1) AND Allowance_Rating_2(1) AND Participant_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1])","Overall_Rating_3(1) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Participant_Rating_1([0, 1])",0.008695652173913044,1.0
"Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Objectives_Met_2(1) AND Participant_Rating_1(1)","Venue_Rating_3([0, 1])",0.008695652173913044,1.0
"Schedule_Rating_2([0, 1]) AND Venue_Rating_1(1) AND Allowance_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Facilitator_Rating_2(0) AND Objectives_Met_2([0, 1]) AND Speaker_Rating_2([0, 1])","Allowance_Rating_3([0, 1]) AND Objectives_Met_3([0, 1])",0.008695652173913044,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1(1)","Schedule_Rating_2(1) AND Participant_Rating_2([0, 1]) AND Venue_Rating_1(0) AND Overall_Rating_2(0) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])",0.008695652173913044,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(0) AND Allowance_Rating_3([0, 1])","Overall_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_1(0) AND Overall_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.12173913043478261,0.875
"Venue_Rating_3([0, 1]) AND Allowance_Rating_2(1)","Participant_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_2(0)",0.08695652173913043,0.9090909090909091
"Objectives_Met_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Participant_Rating_2(0) AND Overall_Rating_2(1)","Allowance_Rating_2([0, 1]) AND Speaker_Rating_2(0) AND Allowance_Rating_3(1) AND Overall_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1])",0.08695652173913043,0.9090909090909091
"Speaker_Rating_2([0, 1]) AND Speaker_Rating_3(0) AND Venue_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1])","Overall_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2(0) AND Objectives_Met_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_1(0) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1])",0.08695652173913043,0.9090909090909091
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Schedule_Rating_3(0)","Allowance_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_2(0) AND Speaker_Rating_3([0, 1])",0.20869565217391303,0.7741935483870968
"Speaker_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Facilitator_Rating_3(1) AND Overall_Rating_2(1) AND Schedule_Rating_2([0, 1])","Venue_Rating_1(0) AND Overall_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1(0)",0.0782608695652174,0.9
"Speaker_Rating_3(1) AND Objectives_Met_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Allowance_Rating_2(1) AND Overall_Rating_1([0, 1])",Participant_Rating_2(0),0.0782608695652174,0.9
"Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Facilitator_Rating_2(0) AND Objectives_Met_3(0) AND Objectives_Met_2([0, 1])","Participant_Rating_1([0, 1]) AND Venue_Rating_3(1) AND Facilitator_Rating_3([0, 1])",0.19130434782608696,0.7857142857142857
"Participant_Rating_1([0, 1]) AND Overall_Rating_3(0)","Venue_Rating_1(0) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_3([0, 1])",0.10434782608695652,0.8571428571428571
"Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Venue_Rating_2(1) AND Venue_Rating_1([0, 1])","Overall_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1])",0.10434782608695652,0.8571428571428571
"Participant_Rating_3(0) AND Schedule_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Allowance_Rating_3(1) AND Overall_Rating_1([0, 1])","Objectives_Met_2([0, 1]) AND Facilitator_Rating_3(1) AND Allowance_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])",0.06956521739130435,0.8888888888888888
"Venue_Rating_3(1) AND Overall_Rating_2(1) AND Speaker_Rating_3([0, 1])","Facilitator_Rating_3(1) AND Participant_Rating_2([0, 1])",0.06956521739130435,0.8888888888888888
"Venue_Rating_3(0) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Overall_Rating_2(0)","Speaker_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Participant_Rating_3(1)",0.09565217391304348,0.8461538461538461
"Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1])","Objectives_Met_3(1) AND Venue_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_3(1) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.46956521739130436,0.46956521739130436
Objectives_Met_3(0),"Overall_Rating_1(0) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Allowance_Rating_2(0)",0.20869565217391303,0.7272727272727273
Objectives_Met_3(0),"Schedule_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_3(1) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_2(0) AND Overall_Rating_3(1) AND Participant_Rating_1([0, 1])",0.20869565217391303,0.7272727272727273
"Venue_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Participant_Rating_3(0) AND Venue_Rating_2([0, 1]) AND Speaker_Rating_2(0) AND Participant_Rating_1(0) AND Speaker_Rating_3([0, 1])",Overall_Rating_2(0),0.05217391304347826,0.8571428571428571
"Venue_Rating_3([0, 1]) AND Schedule_Rating_2(0) AND Objectives_Met_1(1)","Venue_Rating_1([0, 1]) AND Speaker_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.05217391304347826,0.8571428571428571
Venue_Rating_2(1) AND Speaker_Rating_2(0),"Objectives_Met_3([0, 1]) AND Participant_Rating_2(0) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_3([0, 1])",0.09565217391304348,0.7857142857142857
"Objectives_Met_1([0, 1]) AND Schedule_Rating_3(0) AND Venue_Rating_3(1) AND Venue_Rating_1([0, 1])","Overall_Rating_2(0) AND Speaker_Rating_3(1) AND Participant_Rating_2([0, 1])",0.1826086956521739,0.6774193548387096
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Objectives_Met_1(1)","Schedule_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Speaker_Rating_3(1)",0.06086956521739131,0.7777777777777778
"Venue_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2(1)","Venue_Rating_1([0, 1]) AND Facilitator_Rating_3(1) AND Speaker_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1])",0.17391304347826086,0.6451612903225806
"Participant_Rating_3([0, 1]) AND Venue_Rating_3(0) AND Objectives_Met_3(1) AND Overall_Rating_1(0) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_2([0, 1])","Allowance_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Facilitator_Rating_3(1) AND Overall_Rating_2([0, 1])",0.05217391304347826,0.75
"Overall_Rating_3([0, 1]) AND Objectives_Met_1(1) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Overall_Rating_1([0, 1])","Speaker_Rating_3(1) AND Overall_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1])",0.05217391304347826,0.75
"Objectives_Met_1([0, 1])","Objectives_Met_3(1) AND Schedule_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Facilitator_Rating_3(1) AND Objectives_Met_2([0, 1]) AND Allowance_Rating_3(1) AND Overall_Rating_1([0, 1]) AND Speaker_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Overall_Rating_3(1)",0.4,0.4
"Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Venue_Rating_1([0, 1]) AND Allowance_Rating_2(1)","Overall_Rating_2(0) AND Objectives_Met_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_2([0, 1])",0.02608695652173913,0.75
"Participant_Rating_1([0, 1]) AND Speaker_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Allowance_Rating_2(1)","Venue_Rating_2([0, 1]) AND Facilitator_Rating_3(1)",0.06086956521739131,0.7
"Overall_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Facilitator_Rating_3(0) AND Allowance_Rating_3(1)","Objectives_Met_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_2(0) AND Objectives_Met_1([0, 1])",0.12173913043478261,0.6086956521739131
"Venue_Rating_3(0) AND Speaker_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1])","Venue_Rating_2([0, 1]) AND Objectives_Met_2(0) AND Participant_Rating_1(0)",0.08695652173913043,0.625
Objectives_Met_3(0) AND Facilitator_Rating_3(1) AND Overall_Rating_1(0),"Schedule_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_2(1) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_2([0, 1])",0.1391304347826087,0.5714285714285714
"Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Objectives_Met_2(1) AND Venue_Rating_3(1)","Schedule_Rating_3(1) AND Facilitator_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.09565217391304348,0.6111111111111112
"Schedule_Rating_2([0, 1]) AND Venue_Rating_2(1) AND Speaker_Rating_3([0, 1]) AND Facilitator_Rating_2(1) AND Facilitator_Rating_3(0)","Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_3(1) AND Overall_Rating_1([0, 1])",0.017391304347826087,0.6666666666666666
Participant_Rating_1(1),"Objectives_Met_3(1) AND Schedule_Rating_2(0) AND Speaker_Rating_3([0, 1])",0.017391304347826087,0.6666666666666666
"Objectives_Met_2([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_1([0, 1]) AND Schedule_Rating_3(0) AND Participant_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])",0.3391304347826087,0.3391304347826087
"Speaker_Rating_2([0, 1])","Participant_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Schedule_Rating_2(1)",0.3391304347826087,0.3391304347826087
"Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1])","Schedule_Rating_2(1) AND Participant_Rating_2([0, 1])",0.3391304347826087,0.3391304347826087
"Venue_Rating_2([0, 1])",Schedule_Rating_2(1),0.3391304347826087,0.3391304347826087
Participant_Rating_3(1),"Speaker_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Facilitator_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])",0.3217391304347826,0.3523809523809524
"Objectives_Met_2([0, 1]) AND Venue_Rating_1(0)","Schedule_Rating_3(0) AND Objectives_Met_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_2([0, 1])",0.33043478260869563,0.336283185840708
"Overall_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3([0, 1])","Schedule_Rating_3(0) AND Venue_Rating_1(0) AND Objectives_Met_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.33043478260869563,0.33043478260869563
Allowance_Rating_3(1),"Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2(1) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.30434782608695654,0.33653846153846156
"Speaker_Rating_2([0, 1]) AND Facilitator_Rating_2(1) AND Objectives_Met_3([0, 1])","Venue_Rating_3([0, 1]) AND Facilitator_Rating_3(0) AND Overall_Rating_3(1) AND Schedule_Rating_3([0, 1]) AND Schedule_Rating_2(0) AND Speaker_Rating_3([0, 1])",0.12173913043478261,0.5185185185185185
"Allowance_Rating_3([0, 1])","Facilitator_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_2(0) AND Participant_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_3(0) AND Objectives_Met_3([0, 1]) AND Venue_Rating_2([0, 1])",0.3130434782608696,0.3130434782608696
"Participant_Rating_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Speaker_Rating_3(1)","Venue_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2(1) AND Participant_Rating_2([0, 1]) AND Participant_Rating_3(1)",0.2956521739130435,0.3269230769230769
"Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])","Overall_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_2(1)",0.30434782608695654,0.30434782608695654
Allowance_Rating_3(1),"Venue_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Speaker_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Allowance_Rating_2(0) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_2([0, 1])",0.28695652173913044,0.3173076923076923
Objectives_Met_1(0),"Venue_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Schedule_Rating_3(0) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2(0) AND Venue_Rating_1([0, 1])",0.28695652173913044,0.3113207547169811
"Objectives_Met_3([0, 1]) AND Facilitator_Rating_2(1)","Schedule_Rating_3(1) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1(0) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_2([0, 1])",0.11304347826086956,0.48148148148148145
"Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Overall_Rating_3([0, 1])","Schedule_Rating_3(0) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1])",0.26956521739130435,0.31313131313131315
Venue_Rating_3(1),Schedule_Rating_2(1),0.26956521739130435,0.31313131313131315
"Facilitator_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Overall_Rating_3([0, 1])","Allowance_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Objectives_Met_3(0)",0.26956521739130435,0.29523809523809524
"Overall_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Venue_Rating_3(0) AND Allowance_Rating_3(1) AND Venue_Rating_2(1)","Objectives_Met_3(1) AND Objectives_Met_1(0) AND Schedule_Rating_2([0, 1])",0.06086956521739131,0.5
"Schedule_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Overall_Rating_3(1)","Overall_Rating_2([0, 1]) AND Schedule_Rating_2(1) AND Speaker_Rating_3([0, 1])",0.2608695652173913,0.297029702970297
"Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1])","Schedule_Rating_2(1) AND Objectives_Met_2([0, 1]) AND Overall_Rating_2(0) AND Speaker_Rating_3([0, 1])",0.2782608695652174,0.2782608695652174
"Venue_Rating_1(0) AND Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Facilitator_Rating_2(0) AND Venue_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])","Participant_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_2(1)",0.23478260869565218,0.3103448275862069
"Speaker_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Participant_Rating_2([0, 1])","Objectives_Met_1(0) AND Objectives_Met_3([0, 1]) AND Schedule_Rating_2(1) AND Participant_Rating_3(1)",0.25217391304347825,0.29292929292929293
"Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])","Speaker_Rating_2([0, 1]) AND Schedule_Rating_3(0) AND Venue_Rating_3(1) AND Objectives_Met_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.26956521739130435,0.26956521739130435
"Overall_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Allowance_Rating_2([0, 1])","Speaker_Rating_2([0, 1]) AND Schedule_Rating_3(0) AND Venue_Rating_1(0) AND Objectives_Met_3([0, 1]) AND Venue_Rating_3(1) AND Participant_Rating_2([0, 1])",0.26956521739130435,0.26956521739130435
"Objectives_Met_1([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1])","Venue_Rating_3(1) AND Schedule_Rating_3(0) AND Venue_Rating_1([0, 1]) AND Allowance_Rating_2([0, 1])",0.26956521739130435,0.26956521739130435
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1)","Facilitator_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_2(1) AND Overall_Rating_2([0, 1]) AND Speaker_Rating_3(1) AND Speaker_Rating_2(0)",0.24347826086956523,0.2828282828282828
"Objectives_Met_3([0, 1])","Overall_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_1(0) AND Participant_Rating_1([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_3(1) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2(1)",0.2608695652173913,0.2608695652173913
"Speaker_Rating_3(1) AND Participant_Rating_2([0, 1])","Venue_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_3(0) AND Participant_Rating_1([0, 1])",0.24347826086956523,0.2692307692307692
"Venue_Rating_3(1) AND Objectives_Met_1(1) AND Speaker_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_2(1)","Allowance_Rating_3([0, 1]) AND Speaker_Rating_3(1)",0.008695652173913044,0.5
"Venue_Rating_1(1) AND Objectives_Met_3([0, 1])","Facilitator_Rating_3(0) AND Venue_Rating_2([0, 1])",0.008695652173913044,0.5
"Allowance_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1(0) AND Venue_Rating_1(1) AND Venue_Rating_3([0, 1])","Overall_Rating_2(0) AND Speaker_Rating_2([0, 1]) AND Speaker_Rating_3(1)",0.008695652173913044,0.5
Overall_Rating_1(1),"Objectives_Met_3(1) AND Speaker_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_1(0) AND Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1])",0.008695652173913044,0.5
"Overall_Rating_3(0) AND Speaker_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2(0) AND Speaker_Rating_2([0, 1]) AND Venue_Rating_1([0, 1])","Venue_Rating_3(1) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_3([0, 1])",0.008695652173913044,0.5
"Overall_Rating_3([0, 1]) AND Participant_Rating_1(0) AND Venue_Rating_1(1) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])","Venue_Rating_3(0) AND Allowance_Rating_2(1) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Overall_Rating_2([0, 1])",0.008695652173913044,0.5
"Speaker_Rating_3([0, 1]) AND Overall_Rating_1(1)","Speaker_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Participant_Rating_3([0, 1]) AND Venue_Rating_1(0) AND Participant_Rating_1([0, 1])",0.008695652173913044,0.5
Objectives_Met_1(0) AND Venue_Rating_1(1),"Overall_Rating_2(1) AND Objectives_Met_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1])",0.008695652173913044,0.5
"Speaker_Rating_3([0, 1]) AND Overall_Rating_1(1) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_3([0, 1])","Venue_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3(0) AND Venue_Rating_2([0, 1])",0.008695652173913044,0.5
